Date,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
1/1/1973,-3.300833333,-5.700833333,-0.290833333,-13.59083333,-7.840833333,-4.550833333,-7.270833333,-1.630833333,-3.030833333,-8.350833333,-8.630833333,-1.620833333,-4.890833333,-6.200833333,-6.360833333,-7.690833333,2.809166667,13.42916667,4.549166667,-4.730833333,-2.570833333,-7.080833333,1.709166667,-4.180833333,-10.80083333,-7.550833333,-4.370833333,-6.960833333,-7.930833333,-2.800833333
2/1/1973,-4.286666667,1.463333333,-1.596666667,-12.10666667,-5.076666667,-1.366666667,-10.21666667,-1.176666667,-0.846666667,-8.796666667,-7.926666667,-2.066666667,-4.236666667,-6.636666667,-7.176666667,-5.296666667,4.503333333,-0.556666667,-7.886666667,-2.446666667,-5.106666667,-9.256666667,-3.346666667,-4.146666667,-6.616666667,-6.826666667,-6.336666667,-12.96666667,-6.606666667,-6.936666667
3/1/1973,-1.6975,0.2725,0.0825,-4.7975,-2.1875,-1.8875,-5.1875,0.2725,0.2125,0.0325,-1.8275,3.1725,-4.3775,-0.4775,-2.7775,-1.9475,-1.8975,0.1525,2.6625,-2.6675,0.0225,-3.5875,-1.7775,0.7625,2.8125,-6.5775,-6.8575,0.9425,-0.9275,-2.1075
4/1/1973,-4.571666667,-5.611666667,-9.431666667,-9.231666667,-12.74166667,-5.981666667,-8.601666667,-6.001666667,-4.151666667,-7.381666667,-4.371666667,-1.691666667,-6.621666667,-10.67166667,-3.621666667,-7.861666667,-1.561666667,-10.07166667,-1.521666667,-1.101666667,0.338333333,-8.671666667,-7.181666667,-5.451666667,-9.081666667,-8.301666667,-8.461666667,-17.80166667,-8.521666667,-9.651666667
5/1/1973,-1.4,-1.06,-2.45,-6.65,-3.38,-0.95,-7.97,0.54,-1.64,-6.22,-4.63,-5.69,-3.49,1.3,-6.54,-5.04,-2.59,-2.53,-3.98,-0.17,-1.37,-9.04,-2.94,1.4,-11.01,-7.86,-2.11,-6.21,-3.78,-8.35
6/1/1973,-3.949166667,-1.739166667,3.020833333,-10.62916667,-5.059166667,0.760833333,-13.36916667,-0.579166667,-2.149166667,-5.939166667,-3.129166667,-3.279166667,-2.529166667,2.730833333,-3.609166667,-8.619166667,2.320833333,-10.68916667,1.090833333,-3.069166667,-0.919166667,-8.829166667,-0.629166667,-1.469166667,-5.979166667,-5.979166667,-6.059166667,-10.00916667,1.950833333,-3.109166667
7/1/1973,5.2225,4.7125,4.6925,14.9025,9.8625,3.9725,12.1325,6.2025,6.5325,9.4825,12.6725,6.4325,11.6025,8.0625,5.0925,13.4225,7.1025,-4.5275,-0.2875,-3.0575,-0.9775,17.2325,3.9225,4.6825,7.3525,15.5325,9.2025,16.6925,8.4125,7.0825
8/1/1973,-2.7025,-2.3325,-8.0725,-2.6325,-4.7225,-5.2025,-8.7225,-7.6325,-2.5325,-5.3125,-2.8925,0.3675,1.7675,-5.9925,-3.9625,-4.7625,-0.3125,-11.7225,-4.4025,-2.8125,-4.6525,-2.9525,-4.4425,3.4175,-4.6725,-2.4625,-5.4525,-2.5425,-2.9525,-3.5825
9/1/1973,6.079166667,-1.460833333,0.709166667,3.999166667,7.519166667,-1.750833333,9.319166667,0.099166667,9.669166667,6.059166667,8.989166667,9.159166667,7.619166667,8.949166667,6.719166667,7.809166667,9.669166667,28.42916667,8.449166667,7.209166667,6.979166667,8.039166667,-3.930833333,5.089166667,11.48916667,9.139166667,6.069166667,10.32916667,6.639166667,4.539166667
10/1/1973,-3.041666667,0.998333333,-1.051666667,-7.821666667,-4.631666667,-1.491666667,-7.571666667,1.228333333,2.008333333,0.848333333,-0.771666667,6.798333333,1.798333333,-3.681666667,-7.761666667,-0.931666667,6.348333333,11.06833333,4.588333333,-3.981666667,-6.141666667,-5.031666667,3.528333333,-1.551666667,-0.451666667,-0.751666667,-4.421666667,-7.281666667,-2.351666667,-1.661666667
11/1/1973,-12.9325,-14.5125,-8.5925,-26.5725,-17.3625,-12.7225,-25.7625,-8.4225,-18.5725,-21.6125,-17.3525,-14.8025,-13.5825,-10.5525,-21.8225,-16.5325,-5.4425,-12.6825,-6.7825,-12.2625,-2.5925,-18.9325,-11.9425,-14.2125,-15.3025,-19.1425,-17.9525,-31.9325,-12.9225,-13.9725
12/1/1973,-1.940833333,1.369166667,1.729166667,-4.150833333,-5.020833333,-3.640833333,-9.000833333,-5.100833333,5.119166667,-7.780833333,-0.840833333,9.889166667,2.669166667,-11.42083333,-4.190833333,-0.310833333,7.689166667,9.719166667,7.969166667,2.789166667,3.919166667,-0.570833333,-4.980833333,3.269166667,6.309166667,-3.580833333,-1.420833333,4.619166667,1.549166667,-0.730833333
1/1/1974,1.1825,-1.4775,2.3625,8.1825,-1.0275,-3.2475,9.0025,-3.1675,1.5525,10.8125,4.3425,4.2625,-3.8075,-1.5375,11.0425,5.7325,4.1925,5.1025,-8.2975,3.9025,1.3625,0.3325,0.4625,-0.4775,-0.1375,4.8725,7.1025,0.6025,-0.3375,0.7925
2/1/1974,-0.233333333,-2.333333333,1.256666667,-2.293333333,-4.183333333,-4.013333333,1.706666667,-1.823333333,1.336666667,-0.863333333,3.486666667,2.846666667,-0.323333333,-2.393333333,-0.943333333,4.466666667,1.096666667,4.926666667,-2.153333333,-0.323333333,4.166666667,-2.223333333,-1.083333333,-0.003333333,7.266666667,1.796666667,0.776666667,-5.283333333,0.016666667,-1.563333333
3/1/1974,-3.053333333,-2.863333333,-6.663333333,3.886666667,3.436666667,-0.893333333,-2.243333333,0.546666667,0.806666667,2.256666667,-1.273333333,-3.323333333,-5.593333333,-2.873333333,-0.513333333,-6.353333333,-6.663333333,3.976666667,-4.073333333,-4.293333333,-5.253333333,-2.233333333,-3.353333333,-0.943333333,-5.463333333,0.926666667,-5.163333333,2.966666667,-4.863333333,-3.553333333
4/1/1974,-3.984166667,-4.354166667,-3.464166667,-8.374166667,-6.474166667,-4.894166667,-5.464166667,-2.174166667,0.255833333,-1.624166667,-5.504166667,-0.504166667,-5.344166667,-4.734166667,-2.794166667,-4.154166667,-8.554166667,1.815833333,-7.074166667,-12.88416667,-6.004166667,-11.12416667,-4.204166667,-4.174166667,-4.624166667,-2.634166667,-2.754166667,-3.584166667,-7.534166667,-5.984166667
5/1/1974,-4.395833333,-5.165833333,4.904166667,0.374166667,-2.505833333,0.324166667,-7.595833333,-0.805833333,-0.795833333,-7.475833333,-9.055833333,-9.565833333,-5.495833333,-6.725833333,1.734166667,-6.735833333,-8.625833333,-8.865833333,-8.125833333,-5.575833333,-2.205833333,-9.945833333,-4.825833333,-3.985833333,-5.395833333,-4.585833333,1.504166667,-3.685833333,-10.77583333,-7.065833333
6/1/1974,-0.618333333,-3.898333333,-1.158333333,-6.678333333,0.571666667,-1.178333333,-3.698333333,-2.278333333,-0.238333333,-2.518333333,-4.998333333,2.331666667,-1.548333333,-8.638333333,-4.178333333,-1.068333333,1.611666667,-6.858333333,-0.808333333,-6.828333333,-0.358333333,-5.218333333,-3.488333333,1.371666667,-2.048333333,-4.818333333,-2.728333333,-7.998333333,-7.428333333,-7.348333333
7/1/1974,-13.27916667,-11.93916667,-7.379166667,-13.55916667,-6.969166667,-14.09916667,-4.669166667,-14.68916667,-4.909166667,-3.169166667,-7.019166667,3.370833333,-7.719166667,-8.429166667,-11.36916667,-7.019166667,5.450833333,-9.599166667,-1.209166667,0.160833333,-8.259166667,-7.339166667,-9.429166667,-6.399166667,-7.599166667,-4.859166667,-14.19916667,-15.99916667,-7.829166667,-8.419166667
8/1/1974,-12.06666667,-18.51666667,-3.636666667,-2.016666667,-12.41666667,-12.73666667,-5.766666667,-8.856666667,-11.62666667,-8.166666667,-10.86666667,-8.736666667,-10.57666667,-11.36666667,-5.496666667,-10.84666667,-11.14666667,-2.056666667,-9.336666667,-9.366666667,-0.786666667,-12.73666667,-5.556666667,-9.336666667,-10.36666667,-10.70666667,-14.78666667,-6.996666667,-12.52666667,-9.796666667
9/1/1974,-13.65166667,-17.40166667,-12.82166667,-21.00166667,-7.271666667,-18.03166667,-10.43166667,-16.22166667,-10.83166667,-10.57166667,-12.46166667,-8.811666667,-12.47166667,-14.11166667,-9.961666667,-8.661666667,-13.63166667,-6.841666667,-8.581666667,-2.011666667,-4.481666667,-8.641666667,-17.76166667,-14.53166667,-9.761666667,-11.29166667,-11.91166667,-21.19166667,-7.761666667,-12.10166667
10/1/1974,19.77833333,9.068333333,21.91833333,8.688333333,1.518333333,16.02833333,3.298333333,28.89833333,17.28833333,4.578333333,14.24833333,9.148333333,22.01833333,17.13833333,-2.951666667,9.578333333,19.10833333,45.43833333,20.09833333,12.37833333,10.22833333,16.42833333,14.23833333,17.89833333,18.38833333,16.53833333,7.338333333,18.27833333,20.47833333,19.81833333
11/1/1974,-4.0925,-4.6625,0.2475,-4.0025,-3.1925,-5.8025,-12.2925,-1.8225,-10.5925,-14.9925,-5.1825,-2.0225,-3.6325,-8.0525,-6.6925,-1.1025,-3.4025,3.2475,-4.9025,-0.7725,-3.7125,-6.9025,-5.4425,-9.6525,-7.6325,-5.2825,-6.5925,-6.8825,-2.6825,-1.9325
12/1/1974,0.074166667,-8.255833333,1.414166667,-10.81583333,-4.985833333,-5.945833333,-3.565833333,-3.965833333,-4.385833333,-3.065833333,-6.675833333,-4.445833333,-4.355833333,-5.325833333,-0.675833333,-6.745833333,-8.335833333,0.054166667,0.214166667,-1.425833333,0.974166667,-2.055833333,-5.965833333,-7.055833333,-6.325833333,-2.975833333,-3.355833333,-10.91583333,-3.315833333,-6.785833333
1/1/1975,19.05833333,25.56833333,4.688333333,30.34833333,22.70833333,16.82833333,31.84833333,-1.131666667,9.868333333,20.49833333,25.07833333,17.22833333,11.18833333,18.60833333,21.36833333,17.20833333,12.10833333,17.72833333,5.778333333,18.31833333,10.57833333,23.29833333,14.67833333,9.308333333,17.01833333,17.18833333,26.54833333,27.35833333,16.66833333,15.20833333
2/1/1975,4.221666667,10.47166667,-3.858333333,12.63166667,9.091666667,11.02166667,-0.488333333,15.58166667,8.441666667,2.971666667,3.531666667,1.181666667,7.481666667,11.82166667,-0.168333333,7.221666667,6.131666667,-2.658333333,1.911666667,0.461666667,4.701666667,6.201666667,12.81166667,8.591666667,5.101666667,5.891666667,3.401666667,15.00166667,-0.248333333,3.581666667
3/1/1975,5.1225,4.4625,5.4125,14.5025,8.2925,3.0325,22.0925,0.8225,5.5125,8.1225,8.1525,11.1625,5.0125,3.5625,6.4125,9.1225,8.0625,17.6425,-2.9775,-1.7975,-1.3075,4.1525,0.4225,0.3725,3.6225,7.2325,10.4625,12.3625,2.0225,2.3725
4/1/1975,0.9525,-4.0675,4.6625,7.9025,6.8925,6.2325,5.1125,0.2525,15.6025,9.0825,3.8525,9.0425,5.3525,8.2525,2.6925,9.5225,8.1025,21.5325,6.5325,-2.0475,-1.4175,1.7925,5.0825,10.7325,3.9525,4.2425,0.4625,14.3625,0.9225,4.1625
5/1/1975,6.414166667,4.524166667,1.404166667,2.844166667,3.404166667,1.944166667,1.554166667,6.044166667,-0.135833333,3.914166667,4.924166667,-5.515833333,4.494166667,12.17416667,3.414166667,10.29416667,6.144166667,22.78416667,11.70416667,8.014166667,3.084166667,7.044166667,5.414166667,3.584166667,-0.905833333,3.044166667,4.054166667,3.394166667,5.954166667,5.134166667
6/1/1975,4.685,3.075,4.315,5.255,3.425,2.795,9.895,0.465,3.895,5.515,5.215,5.925,5.115,1.835,9.095,7.655,4.475,-3.555,6.005,10.325,3.625,6.955,1.705,2.495,3.545,5.985,7.265,6.195,5.865,5.435
7/1/1975,-6.070833333,-4.980833333,-7.160833333,-7.200833333,-6.310833333,-8.500833333,-4.130833333,-12.54083333,-4.940833333,-3.960833333,-5.920833333,-7.100833333,-5.000833333,-6.890833333,0.619166667,-6.910833333,-4.780833333,-3.630833333,-4.710833333,-5.290833333,-4.730833333,-6.970833333,-9.930833333,-6.600833333,-3.120833333,-1.820833333,-8.640833333,-9.510833333,-7.830833333,-5.250833333
8/1/1975,-2.556666667,-5.166666667,-5.106666667,-2.866666667,-3.436666667,-4.996666667,-6.376666667,-3.876666667,1.283333333,-2.846666667,-1.956666667,3.203333333,-2.446666667,-6.086666667,-3.106666667,-1.916666667,-9.296666667,-4.336666667,-1.406666667,-1.836666667,-4.126666667,-5.936666667,-3.416666667,0.863333333,-3.746666667,-3.726666667,-0.086666667,-3.576666667,-6.666666667,-5.146666667
9/1/1975,-3.345,-6.235,0.965,-2.925,-6.345,-4.655,1.285,-7.075,-9.065,-0.895,-7.325,-5.785,-4.585,-7.985,-1.825,-4.795,-4.155,0.965,-1.735,-1.505,-1.785,-6.575,-1.215,-6.775,-4.285,-4.105,-4.105,-3.605,-8.035,-6.565
10/1/1975,12.98333333,0.353333333,5.753333333,0.133333333,6.693333333,8.953333333,12.20333333,10.18333333,6.103333333,7.703333333,4.213333333,-3.316666667,2.053333333,-0.026666667,8.973333333,1.023333333,-3.326666667,-16.53666667,-1.596666667,6.013333333,6.323333333,3.283333333,7.893333333,9.133333333,4.293333333,2.593333333,10.04333333,11.08333333,4.513333333,3.683333333
11/1/1975,2.913333333,2.113333333,5.443333333,3.103333333,3.003333333,3.373333333,8.003333333,4.663333333,1.643333333,4.143333333,3.043333333,1.163333333,0.123333333,6.053333333,3.813333333,-0.446666667,-2.656666667,2.503333333,-2.216666667,2.663333333,3.803333333,2.763333333,4.543333333,4.853333333,4.323333333,0.963333333,3.933333333,9.033333333,4.413333333,2.283333333
12/1/1975,-2.653333333,-0.003333333,-0.773333333,-3.483333333,-0.923333333,-3.813333333,-1.433333333,-6.813333333,-0.493333333,-1.383333333,0.176666667,1.676666667,-0.273333333,-5.613333333,0.696666667,-3.843333333,1.076666667,2.816666667,-0.453333333,0.876666667,-0.553333333,-1.963333333,-1.653333333,-3.953333333,1.666666667,0.276666667,-4.183333333,-2.653333333,-0.893333333,-1.853333333
1/1/1976,7.464166667,15.52416667,7.094166667,20.14416667,15.53416667,11.97416667,22.18416667,7.374166667,19.60416667,20.21416667,17.81416667,20.82416667,18.67416667,17.07416667,13.47416667,17.34416667,12.66416667,21.32416667,7.684166667,7.964166667,9.094166667,14.06416667,17.92416667,16.63416667,13.68416667,15.84416667,7.494166667,12.23416667,11.78416667,11.24416667
2/1/1976,-4.266666667,1.253333333,-1.506666667,2.563333333,1.633333333,-2.516666667,4.573333333,-6.926666667,2.213333333,4.153333333,4.753333333,4.813333333,4.163333333,2.323333333,3.883333333,4.343333333,1.743333333,0.723333333,-3.696666667,-3.936666667,3.153333333,5.903333333,0.783333333,1.943333333,6.253333333,7.073333333,3.843333333,4.043333333,1.483333333,3.583333333
3/1/1976,0.363333333,-0.096666667,0.333333333,-0.866666667,-2.156666667,2.673333333,4.733333333,6.103333333,-3.996666667,0.113333333,2.643333333,-0.456666667,-0.026666667,-0.616666667,4.443333333,5.723333333,4.743333333,-4.586666667,7.113333333,1.003333333,0.173333333,-3.136666667,2.633333333,1.653333333,-2.686666667,0.133333333,3.883333333,-0.406666667,2.833333333,0.413333333
4/1/1976,-1.365,-4.665,-1.795,-2.105,-2.885,-4.755,-2.515,-4.715,-0.395,-4.885,-0.555,0.955,-0.555,1.035,1.025,2.335,1.605,11.395,1.515,0.245,1.315,-3.445,-3.825,-1.865,0.095,-1.755,-5.555,-6.065,-2.985,-0.395
5/1/1976,-0.693333333,-5.843333333,-2.773333333,-1.883333333,-3.593333333,-3.343333333,-9.043333333,-3.243333333,-3.013333333,-6.033333333,-4.453333333,-0.023333333,2.216666667,-1.693333333,-3.413333333,0.956666667,-0.573333333,9.696666667,4.996666667,-1.813333333,-3.383333333,-1.513333333,0.146666667,-2.803333333,1.236666667,0.566666667,-6.783333333,-7.393333333,-2.603333333,-1.613333333
6/1/1976,5.059166667,5.299166667,-3.150833333,4.199166667,3.619166667,5.769166667,0.679166667,3.209166667,-0.730833333,0.069166667,2.969166667,4.269166667,6.359166667,5.349166667,2.809166667,10.90916667,4.899166667,4.739166667,4.619166667,3.819166667,3.129166667,7.319166667,7.799166667,1.139166667,4.539166667,1.499166667,0.369166667,4.809166667,6.019166667,2.879166667
7/1/1976,1.644166667,-0.845833333,2.294166667,-4.355833333,1.254166667,-2.725833333,-2.085833333,-0.815833333,-2.685833333,-1.935833333,-2.765833333,-2.855833333,-2.555833333,-1.655833333,-0.825833333,-4.595833333,-4.115833333,-7.195833333,-0.935833333,2.384166667,0.804166667,-2.315833333,-2.705833333,-0.595833333,-0.245833333,-2.755833333,-2.235833333,-5.255833333,0.754166667,0.714166667
8/1/1976,-0.808333333,-1.388333333,3.431666667,-3.828333333,-1.258333333,-0.968333333,-3.638333333,1.741666667,-3.658333333,-2.628333333,-1.848333333,-4.028333333,-2.988333333,-2.078333333,-0.688333333,0.021666667,-3.138333333,-9.038333333,-1.118333333,2.501666667,4.301666667,-2.848333333,-1.158333333,-0.278333333,-4.428333333,-3.078333333,4.301666667,-3.548333333,-0.578333333,-2.398333333
9/1/1976,-0.053333333,-2.643333333,6.206666667,-0.643333333,4.566666667,-0.863333333,1.866666667,3.196666667,-0.033333333,-1.343333333,2.816666667,1.246666667,-0.333333333,3.996666667,5.446666667,3.526666667,0.926666667,6.956666667,5.526666667,3.676666667,1.186666667,2.836666667,2.426666667,2.246666667,-0.843333333,0.176666667,-0.023333333,-1.373333333,0.096666667,0.976666667
10/1/1976,-2.6,-3.2,-0.25,-1.18,-0.84,-3.14,-1.46,-4.16,-2.91,-1.38,0.3,-6.37,-3.87,-5.49,-2.17,-6.61,-1.52,-4.76,-2.78,-1.25,0.86,-3.49,-4.92,-4.16,-4.25,-4.58,-0.67,-3.29,0.22,-2.41
11/1/1976,0.854166667,-8.625833333,2.024166667,-1.285833333,3.914166667,-1.595833333,7.754166667,-10.08583333,-5.405833333,5.324166667,3.294166667,-0.525833333,0.854166667,-0.755833333,0.114166667,3.054166667,0.394166667,0.124166667,0.474166667,2.764166667,2.754166667,1.794166667,1.194166667,-0.695833333,4.284166667,2.214166667,5.074166667,3.314166667,1.304166667,1.914166667
12/1/1976,3.6075,8.9375,3.6075,12.0375,8.3475,3.4175,6.6275,5.8975,9.7775,5.3475,7.4075,7.2375,5.8975,2.7975,9.6475,5.6375,5.4175,6.1475,5.9075,6.1675,3.0975,10.1175,3.3275,4.7875,4.5375,6.8775,1.2875,3.3875,8.5375,7.5375
1/1/1977,-4.725,-12.465,-5.295,-5.595,-2.335,-8.685,-0.905,-9.205,-5.985,-1.645,-5.575,-4.125,-4.775,-3.655,-3.425,-2.245,-3.025,-1.395,-0.105,0.415,-0.285,-1.595,-4.335,-8.715,-3.805,-1.205,-7.815,-10.855,-4.965,-2.895
2/1/1977,-1.239166667,0.640833333,-0.759166667,-5.439166667,-2.679166667,-2.629166667,-4.939166667,-0.599166667,-1.109166667,-5.159166667,-1.329166667,-0.989166667,-1.159166667,-0.889166667,-3.529166667,-1.149166667,-1.559166667,2.750833333,-3.469166667,-3.789166667,0.580833333,-3.019166667,-0.979166667,0.950833333,-3.659166667,-3.009166667,-1.959166667,-2.799166667,-2.009166667,-2.029166667
3/1/1977,-1.363333333,-3.743333333,-3.153333333,-0.723333333,-1.873333333,-3.623333333,-1.373333333,-2.173333333,-0.893333333,-1.333333333,0.476666667,0.246666667,3.346666667,3.606666667,-5.513333333,-0.473333333,1.636666667,0.936666667,-2.533333333,-0.233333333,-1.413333333,0.376666667,-0.413333333,0.136666667,-0.463333333,1.136666667,-3.413333333,-5.813333333,-0.893333333,0.316666667
4/1/1977,-0.428333333,-2.218333333,1.671666667,-2.258333333,0.621666667,-0.888333333,2.131666667,-5.578333333,-0.868333333,1.641666667,2.061666667,0.571666667,3.901666667,3.961666667,1.861666667,2.141666667,-0.588333333,-4.208333333,2.331666667,1.571666667,0.291666667,0.261666667,-4.008333333,-0.268333333,4.801666667,-2.858333333,-4.358333333,0.571666667,1.971666667,1.251666667
5/1/1977,-1.093333333,-2.833333333,0.896666667,-2.513333333,0.196666667,-3.453333333,-5.273333333,-2.293333333,-4.063333333,-5.113333333,-3.273333333,-6.183333333,-0.293333333,-2.353333333,-0.843333333,0.966666667,-7.533333333,-11.07333333,-0.593333333,1.256666667,1.016666667,-0.443333333,-1.853333333,-3.183333333,0.866666667,-0.043333333,-4.123333333,1.696666667,-1.013333333,-0.343333333
6/1/1977,3.881666667,1.131666667,2.001666667,7.461666667,7.811666667,5.511666667,6.021666667,8.621666667,-0.198333333,5.161666667,3.681666667,-0.398333333,2.691666667,5.541666667,4.211666667,8.871666667,-1.668333333,9.821666667,5.561666667,5.301666667,1.541666667,11.36166667,7.401666667,1.801666667,2.131666667,2.341666667,5.451666667,10.64166667,5.571666667,4.521666667
7/1/1977,2.0475,-4.2825,1.4475,-0.7525,-0.6025,-2.1225,-1.6025,-2.6725,-3.8125,-1.1025,-3.6825,-7.8725,-6.8825,-0.9125,-3.0225,-2.4025,-5.0125,-9.4225,-2.1325,0.4375,-1.2925,-0.6725,-0.5425,-3.2625,-2.6625,-2.9725,-0.3225,0.2375,0.0075,0.1775
8/1/1977,-0.6375,1.2825,1.8925,-0.4375,-1.5275,2.0625,-0.1175,3.3325,-3.4275,-1.8575,-2.2775,-5.6675,-2.1575,-1.1175,-1.6175,-3.4575,-1.7075,-5.4775,-6.1875,-3.7075,-2.7175,-0.9675,0.0025,-0.7675,-4.1875,0.2025,4.4825,4.9725,-1.6375,-1.3175
9/1/1977,0.005833333,0.875833333,-1.504166667,-2.434166667,-1.614166667,-1.314166667,2.175833333,-1.324166667,-0.904166667,-0.414166667,-1.704166667,-6.214166667,1.225833333,-2.904166667,2.505833333,-3.764166667,-1.884166667,-0.504166667,0.305833333,1.525833333,2.985833333,0.225833333,-2.334166667,-1.564166667,-2.184166667,-1.064166667,-1.684166667,2.365833333,-0.524166667,0.725833333
10/1/1977,-5.043333333,-4.793333333,-2.813333333,-6.663333333,0.716666667,-7.083333333,-2.333333333,-2.193333333,-3.673333333,-4.233333333,-2.173333333,-0.563333333,-5.803333333,-2.203333333,-5.113333333,-3.633333333,-7.623333333,-2.823333333,-4.123333333,-3.653333333,-5.573333333,-3.463333333,-3.753333333,-5.273333333,-4.413333333,-4.293333333,-3.433333333,-4.393333333,-5.363333333,-4.573333333
11/1/1977,2.791666667,4.911666667,2.171666667,8.981666667,6.541666667,1.941666667,8.371666667,5.511666667,2.471666667,6.311666667,6.521666667,0.991666667,6.391666667,4.411666667,1.481666667,7.001666667,3.911666667,3.881666667,2.921666667,3.791666667,1.701666667,7.581666667,4.651666667,3.211666667,6.691666667,5.811666667,4.691666667,8.801666667,5.361666667,5.751666667
12/1/1977,-0.575833333,-3.025833333,-2.325833333,0.904166667,3.464166667,-1.045833333,0.114166667,0.084166667,0.814166667,-1.525833333,-0.635833333,3.894166667,0.674166667,-2.105833333,-1.475833333,0.604166667,0.824166667,-3.165833333,1.424166667,-0.825833333,1.654166667,1.494166667,1.964166667,0.354166667,0.794166667,2.764166667,-2.835833333,1.094166667,-0.585833333,1.194166667
1/1/1978,-5.706666667,-0.906666667,-6.746666667,-7.696666667,-8.696666667,-7.906666667,-6.326666667,-2.396666667,-6.926666667,-1.686666667,-6.866666667,-5.096666667,-7.176666667,-3.396666667,-6.856666667,-7.196666667,-5.086666667,-5.716666667,-7.466666667,-5.106666667,-4.696666667,-6.006666667,-5.236666667,-5.816666667,-1.946666667,-5.726666667,-7.426666667,-8.396666667,-6.576666667,-4.316666667
2/1/1978,-0.5475,-0.4575,0.1325,-1.1175,-0.9075,-3.6275,1.5025,-3.5375,-5.3775,-0.7075,-0.6875,-4.3275,-1.1875,-2.9675,0.6525,2.8225,-2.8975,1.7325,-1.6975,-0.9375,3.5825,0.7025,-4.0575,-3.1875,-2.0075,1.0525,-1.8475,3.6525,-0.4775,-0.6975
3/1/1978,2.085833333,2.615833333,3.455833333,8.625833333,9.315833333,1.865833333,6.875833333,3.635833333,3.515833333,2.655833333,5.175833333,5.675833333,2.885833333,2.575833333,5.495833333,9.005833333,4.375833333,-6.594166667,1.665833333,1.955833333,2.105833333,7.105833333,-1.424166667,1.765833333,4.245833333,5.985833333,1.215833333,6.095833333,4.605833333,5.385833333
4/1/1978,5.825833333,3.785833333,8.045833333,11.47583333,9.215833333,13.14583333,6.335833333,8.675833333,10.35583333,5.195833333,9.535833333,8.335833333,11.03583333,11.83583333,7.675833333,12.70583333,2.005833333,12.68583333,6.115833333,-0.294166667,2.435833333,6.415833333,12.87583333,10.54583333,8.905833333,7.155833333,10.98583333,10.65583333,9.475833333,7.675833333
5/1/1978,3.755833333,4.465833333,2.055833333,6.625833333,4.375833333,3.855833333,2.855833333,4.715833333,-0.214166667,3.205833333,2.255833333,2.855833333,4.695833333,8.305833333,-1.744166667,10.69583333,4.825833333,-3.964166667,0.355833333,0.175833333,-0.924166667,5.205833333,0.905833333,3.835833333,2.005833333,3.665833333,-0.864166667,7.785833333,0.795833333,3.665833333
6/1/1978,0.109166667,-2.180833333,-0.520833333,-1.430833333,-0.940833333,-2.510833333,-3.810833333,0.539166667,-3.010833333,-1.600833333,-1.980833333,-6.720833333,-1.560833333,-3.040833333,-3.530833333,3.049166667,-4.900833333,-1.640833333,-4.340833333,0.259166667,-2.090833333,-0.350833333,-0.910833333,-1.350833333,-1.070833333,-1.630833333,-2.790833333,2.629166667,-1.050833333,0.389166667
7/1/1978,1.775833333,5.435833333,3.925833333,6.715833333,6.465833333,6.805833333,1.125833333,8.285833333,4.855833333,2.915833333,7.325833333,7.565833333,5.285833333,8.255833333,3.195833333,14.67583333,8.055833333,2.255833333,2.865833333,2.235833333,0.845833333,7.095833333,8.065833333,8.155833333,10.99583333,4.945833333,4.695833333,4.785833333,4.565833333,5.755833333
8/1/1978,3.02,-0.91,0.75,5.94,6.62,2.16,5.36,0.41,4.27,10.19,7.8,-0.08,3.64,0.84,1.74,3.86,4.39,-1.42,4.65,-0.14,2.98,5.61,5.32,4.83,3.78,7.1,4.88,10.3,5.04,5.95
9/1/1978,-1.354166667,0.775833333,1.415833333,-4.774166667,-3.654166667,-3.784166667,-2.134166667,-3.404166667,-1.024166667,2.075833333,-2.764166667,0.585833333,-1.344166667,-5.134166667,0.225833333,-7.614166667,2.365833333,-0.084166667,4.175833333,-0.904166667,0.555833333,-4.354166667,-4.804166667,-3.844166667,-4.474166667,-2.684166667,-2.974166667,-0.754166667,-1.524166667,-2.354166667
10/1/1978,-10.90583333,-15.32583333,-8.905833333,-18.75583333,-13.94583333,-9.885833333,-16.06583333,-13.50583333,-10.29583333,-19.45583333,-16.84583333,-12.60583333,-14.71583333,-13.95583333,-11.20583333,-16.55583333,-11.02583333,-18.26583333,-11.16583333,-7.775833333,-5.195833333,-18.82583333,-11.29583333,-8.835833333,-18.38583333,-17.26583333,-13.63583333,-24.13583333,-12.06583333,-17.07583333
11/1/1978,0.6,3.73,1.84,6.34,2.12,2.49,2.49,4.46,0.43,3.84,-0.07,0.56,2.75,1.92,-0.17,8.72,-1.99,5.63,5.49,2.3,2.29,4.56,4.4,1.6,3.1,4.88,1.26,4.05,1.04,3.51
12/1/1978,0.723333333,2.593333333,1.733333333,1.343333333,1.933333333,0.173333333,0.713333333,2.663333333,-0.676666667,-2.186666667,0.453333333,-0.536666667,2.073333333,-0.986666667,-1.126666667,1.953333333,3.743333333,-2.546666667,2.263333333,-1.986666667,-0.656666667,0.373333333,5.883333333,0.733333333,-1.886666667,2.243333333,-2.296666667,-3.906666667,0.693333333,2.183333333
